source,relation_type,target,source_name,target_name
4642,paper_cite_paper,2494,Label propagation through linear neighborhoods,Semi-supervised Learning via Gaussian Processes
4642,paper_cite_paper,2894,Label propagation through linear neighborhoods,Transductive Inference for Text Classification using Support Vector Machines
4642,paper_cite_paper,1731,Label propagation through linear neighborhoods,Cluster Kernels for Semi-Supervised Learning
4642,paper_cite_paper,1705,Label propagation through linear neighborhoods,Semi-supervised learning using Gaussian fields and harmonic functions
4642,paper_cite_paper,1574,Label propagation through linear neighborhoods,Transductive Learning via Spectral Graph Partitioning
4642,paper_cite_paper,885,Label propagation through linear neighborhoods,Regularization and Semi-supervised Learning on Large Graphs
4642,paper_cite_paper,3656,Label propagation through linear neighborhoods,Semi-supervised Learning on Directed Graphs
4642,paper_cite_paper,1437,Label propagation through linear neighborhoods,Learning with Local and Global Consistency
4642,paper_cite_paper,1322,Label propagation through linear neighborhoods,Proximity Graphs for Clustering and Manifold Learning
4643,paper_cite_paper,3567,Identifying suspicious URLs: an application of large-scale online learning,Confidence-weighted linear classification
4643,paper_cite_paper,3602,Identifying suspicious URLs: an application of large-scale online learning,Learning to detect phishing emails
4643,paper_cite_paper,2807,Identifying suspicious URLs: an application of large-scale online learning,The projectron: a bounded kernel-based Perceptron
4647,paper_cite_paper,4094,A probabilistic model for retrospective news event detection,On-line new event detection and tracking
4647,paper_cite_paper,2373,A probabilistic model for retrospective news event detection,Novelty and redundancy detection in adaptive filtering
4648,paper_cite_paper,3814,Programmable Reinforcement Learning Agents,Reinforcement learning with hierarchies of machines
4649,paper_cite_paper,4496,What is the best multi-stage architecture for object recognition?,Convolutional deep belief networks for scalable unsupervised learning of hierarchical representations
4649,paper_cite_paper,771,What is the best multi-stage architecture for object recognition?,Efficient learning of sparse representations with an energy-based model
4649,paper_cite_paper,3210,What is the best multi-stage architecture for object recognition?,Greedy Layer-Wise Training of Deep Networks
4649,paper_cite_paper,4820,What is the best multi-stage architecture for object recognition?,Semi-supervised learning of compact document representations with deep networks
4649,paper_cite_paper,1983,What is the best multi-stage architecture for object recognition?,Efficient sparse coding algorithms
4650,paper_cite_paper,2915,Sparse Kernel Principal Component Analysis,The Relevance Vector Machine
4651,paper_cite_paper,463,Sensitive error correcting output codes,Cost-sensitive learning by cost-proportionate example weighting
4658,paper_cite_paper,4447,An analysis of the variability in forty preprocessor-based software product lines,Granularity in software product lines
4658,paper_cite_paper,4367,An analysis of the variability in forty preprocessor-based software product lines,On the inference of configuration structures from source code
4659,paper_cite_paper,4082,From Transformation-Based Dimensionality Reduction to Feature Selection,Laplacian Score for Feature Selection
4659,paper_cite_paper,3401,From Transformation-Based Dimensionality Reduction to Feature Selection,A practical approach to feature selection
4659,paper_cite_paper,2376,From Transformation-Based Dimensionality Reduction to Feature Selection,Spectral feature selection for supervised and unsupervised learning
4659,paper_cite_paper,1374,From Transformation-Based Dimensionality Reduction to Feature Selection,Generalized spectral bounds for sparse LDA
4659,paper_cite_paper,664,From Transformation-Based Dimensionality Reduction to Feature Selection,1-norm Support Vector Machines
4660,paper_cite_paper,1474,Batch reinforcement learning in a complex domain,Autonomous Helicopter Flight via Reinforcement Learning
4660,paper_cite_paper,1187,Batch reinforcement learning in a complex domain,Behavior transfer for value-function-based reinforcement learning
4662,paper_cite_paper,91,Convergence of Laplacian Eigenmaps,Measure Based Regularization
4662,paper_cite_paper,4722,Convergence of Laplacian Eigenmaps,Maximum Likelihood Estimation of Intrinsic Dimension
4663,paper_cite_paper,1077,Privacy-preserving data integration and sharing,TAILOR: a record linkage toolbox
4665,paper_cite_paper,1255,Optimal nonmyopic value of information in graphical models: efficient algorithms and theoretical limits,Inference in Hybrid Networks: Theoretical Limits and Practical Algorithms
4665,paper_cite_paper,946,Optimal nonmyopic value of information in graphical models: efficient algorithms and theoretical limits,Feature selection algorithms: a survey and experimental evaluation
4666,paper_cite_paper,2430,Web Query Recommendation via Sequential Query Prediction,An effective approach to document retrieval via utilizing WordNet and recognizing phrases
4666,paper_cite_paper,1510,Web Query Recommendation via Sequential Query Prediction,Studying the use of popular destinations to enhance web search interaction
4666,paper_cite_paper,3190,Web Query Recommendation via Sequential Query Prediction,Learning probabilistic automata with variable memory length
4666,paper_cite_paper,4721,Web Query Recommendation via Sequential Query Prediction,Part-of-speech tagging using a Variable Memory Markov model
4666,paper_cite_paper,962,Web Query Recommendation via Sequential Query Prediction,Maximum Entropy Markov Models for Information Extraction and Segmentation
4666,paper_cite_paper,2090,Web Query Recommendation via Sequential Query Prediction,Adaptive web search based on user profile constructed without any effort from users
4666,paper_cite_paper,1985,Web Query Recommendation via Sequential Query Prediction,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
4666,paper_cite_paper,1563,Web Query Recommendation via Sequential Query Prediction,A web-based kernel function for measuring the similarity of short text snippets
4667,paper_cite_paper,2109,Limits of spectral clustering,On the Convergence of Spectral Clustering on Random Samples: The Normalized Case
4667,paper_cite_paper,2104,Limits of spectral clustering,Segmentation using eigenvectors: a unifying view
4667,paper_cite_paper,1577,Limits of spectral clustering,On Spectral Clustering: Analysis and an algorithm
4667,paper_cite_paper,1705,Limits of spectral clustering,Semi-supervised learning using Gaussian fields and harmonic functions
4667,paper_cite_paper,1437,Limits of spectral clustering,Learning with Local and Global Consistency
4667,paper_cite_paper,1731,Limits of spectral clustering,Cluster Kernels for Semi-Supervised Learning
4668,paper_cite_paper,1676,The concept assignment problem in program understanding,An intelligent tool for re-engineering software modularity
4670,paper_cite_paper,3590,Active Learning for Parameter Estimation in Bayesian Networks,Query by committee
4671,paper_cite_paper,2121,Retargetting motion to new characters,Motion signal processing
4671,paper_cite_paper,71,Retargetting motion to new characters,Interactive spacetime control for animation
4671,paper_cite_paper,54,Retargetting motion to new characters,Efficient generation of motion transitions using spacetime constraints
